IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP48;IP_PROP49;IP_PROP56;IP_PROP57;IP_PROP84;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
3324;R18;18 Hu-Friedy 16.5 см/61/2“ режущая сторона;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3325;MIM64;"Микро-лезвие для скальпеля, имеет 
узкую рабочую часть, 12 шт.";;;HU-FRIEDY;Германия;Хирургия;;;;;;
3326;RSMID1;Middeldorpf ретрактор;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3327;RKN;Kramer-Nevins;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3328;rboec;Boehler 15 см/6“ двойное действие;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3329;RBOE;Boehler 16 см/61/4“ двойное действие;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3330;RBEY;Beyer 18 см/7” двойное действие;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3331;R18M;18M Acute Beaks 17 см/67/8” двойное действие;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3332;SPV;Castroviejo изогнутые, нержавеющая сталь 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3333;SP20;Пинцет для шовного материала Corn 15 см/6”;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3334;FX17E;Верхняя челюсть. Верхние правые моляры.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3335;CRB;Bishop;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3336;CM96;9 #6 Кюреты miller (круглая ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3337;CM86;8 #6 Кюреты miller (круглая ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3338;CM126;12 #6 Кюреты miller (круглая ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3339;CM116;11 #6 Кюреты miller (круглая ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3340;CLC40C;Castroviejo штангенциркуль, изогнутый 0–40 мм 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3341;CL886;88 4,7 мм #6 Кюреты LUCAS (овальная ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3342;CL876;87 3,5 мм #6 Кюреты LUCAS (овальная ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3343;CL866;86 2,8 мм #6 Кюреты LUCAS (овальная ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3344;CL856;85 2,5 мм #6 Кюреты LUCAS (овальная ложка);;;HU-FRIEDY;Германия;Хирургия;;;;;;
3345;MPJO66;Jovanovic, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3346;MCUPE;Чашка для костного материала, сталь Iммunity Steel отполированная, 25 мл.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3347;MB69;"Микро-лезвие для скальпеля, двухстороннее 
скошенное, имеет режущий край по всей 
рабочей части, 12 шт.";;;HU-FRIEDY;Германия;Хирургия;;;;;;
3348;BER11;Bernard элеватор, прямой.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3349;10-256-15;Лезвие для скальпеля № 15С, 100 шт.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3350;IPZ1;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3357;IMP3006;Инструмент для синус-лифтинга, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3367;MB63;"Микро-лезвие для скальпеля, 
классическое, 12 шт.";;;HU-FRIEDY;Германия;Хирургия;;;;;;
3368;TKN1;Инструмент для туннельной техники, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3369;SR1;Изогнутый к низу #1 7х25 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3370;SHDPV;Ручка круглая, анатомическая;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3371;S9;Ножницы Dean, 16.5 см./6 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3372;S5083;Ножницы Iris изогнутые, без насечек, 11.5 см./4 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3373;S5082;Ножницы Iris прямые, без насечек, 11.5 см./4 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3374;S5081;Ножницы Goldman-Fox изогнутые, без насечек, 13 см./5“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3375;S5080;Ножницы Goldman-Fox прямые, 13 см./5“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3376;S5069;Ножницы Metzenbaum слегка изогнутые, атравматичные, 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3377;S5057;Ножницы Metzenbaum изогнутые, острые, 14.5 см./5  “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3378;S5056;Ножницы Metzenbaum прямые, острые, 14.5 см./5 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3379;S5055;Ножницы Metzenbaum изогнутые, атравматичные, 14.5 см./5 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3380;S5054;Ножницы Metzenbaum прямые, атравматичные, 14.5 см./5 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3381;S5012;Ножницы Locklin прямая ручка, одно лезвие с насечками, 16.5 см./6 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3382;S5011;Ножницы Locklin изогнутая ручка, одно лезвие с насечками, 16.5 см./6 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3383;S5009;Ножницы Dean одно лезвие с насечками, 16.5 см./6 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3384;S5002;Kelly6 см/61/4“прямые, одно лезвие с насечками.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3385;S5001;Ножницы Kelly изогнутые, одно лезвие с насечками, 16 см./6 “1/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3386;S31;Castroviejo изогнутые, нержавеющая сталь 10 см/4”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3387;S18SC;Ножницы Iris изогнутые, утонченные, 11.5 см/4 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3388;S17SC;Ножницы Iris прямые, утонченные, 11.5 см/4 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3389;S16SC;Ножницы Goldman-Fox с зауженными рабочими частями, 12.5 см/5“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3390;S16;Ножницы Goldman-Fox, 12.5 см./5“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3391;S14SC;Ножницы LaGrange дважды изогнутые, 11.5 см./4 “1/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3392;S13S;Ножницы Hu-Friedy, 12 см./4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3393;P20SIC;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3394;OSTMSP50A;Остеотомы изогнутые, выпуклые (SPREADER) 5,0 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3395;OSTMSP50;Остеотомы прямые, выпуклые (SPREADER) 5,0 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3396;OSTMSP42A;Остеотомы изогнутые, выпуклые (SPREADER) 4,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3397;OSTMSP42;Остеотомы прямые, выпуклые (SPREADER) 4,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3398;OSTMSP37A;Остеотомы изогнутые, выпуклые (SPREADER) 3,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3399;OSTMSP37;Остеотомы прямые, выпуклые (SPREADER) 3,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3400;OSTMSP32A;Остеотомы изогнутые, выпуклые (SPREADER) 3,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3401;OSTMSP32;Остеотомы прямые, выпуклые (SPREADER) 3,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3402;OSTMSP27A;Остеотомы изогнутые, выпуклые (SPREADER) 2,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3403;OSTMSP27;Остеотомы прямые, выпуклые (SPREADER) 2,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3404;OSTMSH50;Остеотомы прямые острые, вогнутые (SHAVER) 5,0 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3405;OSTMSH42;Остеотомы прямые острые, вогнутые (SHAVER) 4,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3406;OSTMSH37;Остеотомы прямые острые, вогнутые (SHAVER) 3,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3407;OSTMSH32;Остеотомы прямые острые, вогнутые (SHAVER) 3,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3408;OSTMSH27;Остеотомы прямые острые, вогнутые (SHAVER) 2,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3409;OSTMPU50A;Остеотомы изогнутые, плоские (Pushe r) 5,0 мм;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3410;OSTMPU50;Остеотомы прямые, плоские (Pushe r) 5,0 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3411;OSTMPU42A;Остеотомы изогнутые, плоские (Pushe r) 4,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3412;OSTMPU42;Остеотомы прямые, плоские (Pushe r) 4,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3413;OSTMPU37A;Остеотомы изогнутые, плоские (Pushe r) 3,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3414;OSTMPU37;Остеотомы прямые, плоские (Pushe r) 3,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3415;OSTMPU32A;Остеотомы изогнутые, плоские (Pushe r) 3,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3416;OSTMPU32;Остеотомы прямые, плоские (Pushe r) 3,2 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3417;OSTMPU27A;Остеотомы изогнутые, плоские (Pushe r) 2,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3418;OSTMPU27;Остеотомы прямые, плоские (Pushe r) 2,7 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3419;OSTMGRIFF;Сменная ручка для остеотомов.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3420;OSTJO8;Jovanovic остеотом 6 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3421;OSS6521CS;Остеотом изогнутый 7,5 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3422;OSS6520S;Остеотом прямой 7,5 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3423;OSS6519CS;Остеотом изогнутый 4 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3424;TRE0100M;Трепан, внутренний диаметр 10 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3425;TPSSTMBH;Хирургический 1х2, прямой, титановый с алмазным напылением 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3426;TPSLSSCHLE;Пинцет прямой для микрохирургии Velvart, синус-линия 18 см;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3427;TPSLCOСMN;Множественные зубцы, изгиб 45°, нержавеющая сталь 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3428;TPSLCOSM;Множественные зубцы, прямой, нержавеющая сталь 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3429;TPSLASCHLE;Пинцет прямой для микрохирургии Schlee, синус-линия 18 см.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3430;TPG4;Пинцет изогнутый, хирургический;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3431;TPG3;Пинцет Gerald прямой, хирургический, 1х2 18 см./7”;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3432;TPG2;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3433;TPG1;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3434;TPDSSPV;Пинцет прямой для микрохирургии Velvart, синус-линия 18 см.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3435;TPDSCPV;Хирургический 1х2, изогнутый, нержавеющая сталь с алмазным напылением 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3436;TPDAPV;Прямой, нержавеющая сталь с алмазным напылением 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3437;TPASTMBH;Титановый, прямой, анатомический с гладкими щечками 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3438;TP5091;Пинцет De Bakey хирургический, множественные зубцы, 19 см./7 “1/2;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3439;TP5090;Пинцет De Bakey хирургический, множественные зубцы, 15 см./6“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3440;TP5081;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3441;TP5080;Пинцет Potts Smith анатомический, 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3442;TP5071;Пинцет Generalхирургический, 1х2 15 см./6“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3443;TP5070;Пинцет General анатомический 15 см./6“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3444;TP5062;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3445;TP5061;Пинцет анатомический изогнутый, 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3446;TP5060;Пинцет анатомический прямой, 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3447;TP5051;Пинцет Gerald хирургический, 1х2 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3448;TP5050;Пинцет Gerald анатомический, 18 см./7“;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3449;TP5043;Пинцет Adson-Brown хирургический, множественные зубцы, 12 см./4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3450;TP5042;Пинцет Adson хирургический 1х2 12 см./4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3451;TP5041;Пинцет Adson анатомический 12 см./4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3452;TP43;Пинцет Adson-Brown хирургический, множественные зубцы, 12 см./4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3453;TP42;Пинцет Adson хирургический, 1х2 12 см/4 “3/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3454;SPAL13K6;P24G/13KL Palacci модифицированный #4, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3455;SP20SLEM;Пинцет для шовного материала Corn 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3456;QBM001;Костная мельница R. Qu‘etin;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3457;PT1;Периотом для жевательных зубов.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3458;PPSPAHR6;Spahr распатор.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3459;PPSCHLEE;Распатор для сосочков #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3460;PPR3/9A6;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3461;PPLABANCA6;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3462;PPLABANCA26;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3463;PPAEL;Распатор Allen для туннельной техники, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3464;PP5689;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3465;PP5590SIM;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3466;PJO/16;13K/TG Jovanovic 4 мм #10, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3467;PH2KALLA;Kalla распатор.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3468;PCP65006;Зонд имплантологический, 20 мм;;;HU-FRIEDY;Германия;Хирургия, Пародонтология;;;;;;
3469;PBQ;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3470;P9/PA6;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3471;P9/PA;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3472;P9;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3473;P8D;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3474;P24GSIC;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3475;IR;Ретрактор имплантологический, вестибулярный, универсальный.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3476;WA;Чашка: изготовлена из стали, устойчивой к коррозии, с противоскользящим съемным кольцом.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3477;STMBH;Micro Castroviejo изогнутые, титановые 18 см/7”.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3478;SRTZ07;Ретрактор вестибулярный, универсальный.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3479;SRTZ06;Ретрактор 75 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3480;SRTZ05;Ретрактор 93 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3481;SRTZ01;Зеркало для фотографирования полного зубного ряда 76х96 мм.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3482;SR3;#3 12х55 мм;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3483;SR2;#2 10х42 мм;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3484;S10SC;Ножницы Hu-Friedy дважды изогнутые 13.5 см./5 “1/4;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3485;RSMID2;Middeldorpf ретрактор;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3486;MAL1;1 Mead 19 см/71/2“ 71/4 с нейлоновыми накладками.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3487;CSLABANCA6;Labanca костная ложка;;;HU-FRIEDY;Германия;Терапия, Хирургия;;;;;;
3488;CRMS;Simion щечный ретрактор;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3489;CRM2;Cawood-Minnesota;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3490;CRM;University of Minnesota;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3491;SKRA36;Кюрета KRA-3 универсальная Kramer. #4, #6;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3492;SHTMBH;Ручка титановая круглой формы, анатомическая;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3493;10-256-12;"Лезвие для скальпеля № 12D, 
двухстороннее, 100 шт.";;;HU-FRIEDY;Германия;Хирургия;;;;;;
3494;10-130-05АЕ;"Ручка круглая, анатомическая. Аналог ручки
10-130-05E.";;;HU-FRIEDY;Германия;Хирургия;;;;;;
3495;10-130-05E;Ручка круглая, анатомическая;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3496;PTROM16;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3497;PT2;Имеет прямую рабочую часть для использования во фронтальном отделе.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3498;PESIM16;Simion инструмент для синус-лифтинга, 3,5 мм, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3499;SPR1/2S6;Кюрета SPR1/2 Prichard #2, #6;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3500;PPBUSER6;;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3501;PPBUSE2/36;2|3 Buser периодонтальный скребок модифицированный, 4 мм/5 мм #6. С этими скребками возможно легко осуществлять забор трансплантационного материла в необходимом количестве.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3502;PPBUSE1/36;1|3 Buser периодонтальный скребок модифицированный, 3 мм/5 мм #6. С этими скребками возможно легко осуществлять забор трансплантационного материла в необходимом количестве.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3503;PKN1526;Kramer-Nevins тупой, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3504;PJO/36;13K/TG Jovanovic 6 мм #10, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3505;PJO/26;13K/TG Jovanovic 5 мм #10, #6.;;;HU-FRIEDY;Германия;Хирургия;;;;;;
3506;PSNR7772L;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3507;PSNR683L;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3508;PSN953S;Иглы с режущим кончиком D-14;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3509;PSN952S;Иглы с режущим кончиком D-14;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3510;PSN8756P;Иглы с круглым сечением T-28;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3511;PSN872S;Иглы с круглым сечением T-28;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3512;PSN871S;Иглы с круглым сечением T-28;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3513;PSN870S;Иглы с круглым сечением T-28;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3514;PSN8698P;Реверсивно-режущие иглы Premium C-3;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3515;PSN8697P;Реверсивно-режущие иглы Premium C-1;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3516;PSN8696P;Реверсивно-режущие иглы Premium C-1;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3517;PSN8695P;Реверсивно-режущие иглы Premium C-3;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3518;PSN8683P;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3519;PSN8661P;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3520;PSN8660P;Реверсивно-режущие иглы C-22;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3521;PSN8614P;Реверсивно-режущие иглы C-22;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3522;PSN8385P;Реверсивно-режущие иглы C-17;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3523;PSN8384P;Реверсивно-режущие иглы C-17;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3524;PSN8245P;Реверсивно-режущие иглы C-4;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3525;PSN7773L;Иглы с режущим кончиком D-14;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3526;PSN7772S;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3527;PSN7764S;Реверсивно-режущие иглы C-43;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3528;PSN7763S;Реверсивно-режущие иглы C-43;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3529;PSN7762S;Реверсивно-режущие иглы C-43;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3530;PSN773P;Иглы с режущим кончиком D-14;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3531;PSN737S;Реверсивно-режущие иглы C-9;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3532;PSN736S;Реверсивно-режущие иглы C-17;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3533;PSN734S;Реверсивно-режущие иглы C-19;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3534;PSN7343S;Иглы с круглым сечением T-4;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3535;PSN733S;Реверсивно-режущие иглы C-19;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3536;PSN724V;Реверсивно-режущие иглы C-19;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3537;PSN6953L;Иглы с режущим кончиком D-14;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3538;PSN683S;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3539;PSN682S;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3540;PSN681S;Реверсивно-режущие иглы C-22;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3541;PSN641S;Реверсивно-режущие иглы Premium C-3;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3542;PSN640S;Реверсивно-режущие иглы Premium C-3;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3543;PSN632S;Реверсивно-режущие иглы C-9;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3544;PSN631S;Реверсивно-режущие иглы C-9;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3545;PSN590FA;Реверсивно-режущие иглы C-9;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3546;PSN585FA;Реверсивно-режущие иглы C-9;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3547;PSN580FA;Реверсивно-режущие иглы C-7;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3548;PSN540FA;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3549;PSN535FA;Реверсивно-режущие иглы C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
3550;PSN525FA;Реверсивно-режущие иглы Premium C-6;;;HU-FRIEDY;Германия;Хирургия;;Стоматологические расходные материалы;Хирургические материалы;Шовные материалы;;
